Product,Price,category,Filename,Retailer
NAFNAF White lace top with Peter Pan collar,139.9,t-shirts,drest.csv,drest
Havaianas Slim Logo Metallic black,139.9,shoes,drest.csv,drest
SALSA JEANS KNITTED JACKET WITH PLAIT DETAIL,148.5,blazers,drest.csv,drest
SALSA JEANS SLIM FIT DENIM GREEN JACKET,149.5,blazers,drest.csv,drest
Black Tropical Palm Tie Waist Playsuit,153.9,dresses,drest.csv,drest
NEWLOOK Blue Ripped Ankle Grazing Hannah Straight Leg Jeans,154.9,pants,drest.csv,drest
NafNaf Womens jacket with stripes,154.9,blazers,drest.csv,drest
Maison 1 2 3 Straight and cropped pants Rose,154.9,pants,drest.csv,drest
NafNaf SHORT CARAMEL DRESS,154.9,dresses,drest.csv,drest
Off-white wide-leg pants in floral chiffon,154.9,pants,drest.csv,drest
ETAM -MICKY Positive Mind striped pencil case,154.9,accessories,drest.csv,drest
Newlook Light gray A-line dress in tie-dye effect tulle,154.9,dresses,drest.csv,drest
Newlook Short blue linen-effect jumpsuit with front button,154.9,dresses,drest.csv,drest
Black denim bomber jacket with teddy collar,159.5,blazers,drest.csv,drest
SALSA JEANS Premium Blue denim jacket with graphic,159.5,blazers,drest.csv,drest
Dark gray No Love Lost slogan T-shirt,159.9,t-shirts,drest.csv,drest
"NAFNAF Women's tank top, sleeveless and round neck",159.9,t-shirts,drest.csv,drest
Evening dress,159.99,dresses,shana.csv,shana
Evening dress,159.99,dresses,shana.csv,shana
RIVER ISLAND -Black Button Peplum Bandeau Bodycon Dress Size 10,165.0,dresses,drest.csv,drest
"ETAM -INAE Focus on the good T-shirt, Ecru",165.0,t-shirts,drest.csv,drest
Mid-length navy blue dress with satin ruffles,169.0,dresses,drest.csv,drest
SANDALS WITH SHINY STRAPS AND HEELS,169.0,shoes,zara.csv,zara
SOFT TENNIS,169.0,shoes,zara.csv,zara
RIVER ISLAND -PINK ZACH WIDE LEG TROUSER,169.9,pants,drest.csv,drest
Black faux leather military blazer,174.9,blazers,drest.csv,drest
SANDALS WITH VINYL STRAPS,179.0,shoes,zara.csv,zara
MATTRESS SATIN MULES,179.0,shoes,zara.csv,zara
SANDALS WITH VINYL STRAPS,179.0,shoes,zara.csv,zara
MTALLISS HEEL LEATHER SANDALS,179.0,shoes,zara.csv,zara
LEATHER BEACH STYLE FLAT SANDALS,179.0,shoes,zara.csv,zara
LEATHER HEEL SHOES OPEN BACK,179.0,shoes,zara.csv,zara
LEATHER SANDALS WOODEN HEELS,179.0,shoes,zara.csv,zara
SALSA JEANS SLIM FIT PUSH IN SECRET JEANS,179.5,pants,drest.csv,drest
NewLook Pale Blue Floral Belted Mini Dress,185.0,dresses,drest.csv,drest
Oversized denim jacket with empicements,189.0,blazers,mango.csv,mango
Floral print kimono dress,189.0,blazers,mango.csv,mango
Cotton jacket with pockets,189.0,blazers,mango.csv,mango
Lyocell overshirt with pockets,189.0,blazers,mango.csv,mango
Leather sandals with thong heel,189.0,shoes,mango.csv,mango
Denim jumpsuit with belt,189.0,dresses,mango.csv,mango
Printed dress with belt,189.0,dresses,mango.csv,mango
Paisley print dress,189.0,dresses,mango.csv,mango
Pleated detail dress,189.0,dresses,mango.csv,mango
Satin midi dress,189.0,dresses,mango.csv,mango
Culotte-style denim dungarees,189.0,dresses,mango.csv,mango
Leather thong sandals,189.0,shoes,mango.csv,mango
Leather thong sandals,189.0,shoes,mango.csv,mango
Linen dress with elastic insert,189.0,dresses,mango.csv,mango
Paisley print dress,189.0,dresses,mango.csv,mango
Floral dress,189.0,dresses,mango.csv,mango
Linen dress with elastic insert,189.0,dresses,mango.csv,mango
Denim overalls,189.0,dresses,mango.csv,mango
Cropped denim dungarees,189.0,dresses,mango.csv,mango
Cashmere bodysuit with straps,189.0,t-shirts,mango.csv,mango
Modal shirt dress,189.0,dresses,mango.csv,mango
LARGE SATIN TROUSERS,189.0,pants,zara.csv,zara
STRAIGHT TROUSERS,189.0,pants,zara.csv,zara
FLORAL PRINT POPLIN DRESS,189.0,dresses,zara.csv,zara
FULL LENGTH PANTS WITH LINEN,189.0,pants,zara.csv,zara
PRINTED TUNIC DRESS,189.0,dresses,zara.csv,zara
PRINTED CIGARETTE TROUSERS,189.0,pants,zara.csv,zara
DRESS WITH ASYMMETRIC SLEEVE,189.0,dresses,zara.csv,zara
BLAZER WITH PRINTED CUFFS,189.0,blazers,zara.csv,zara
PRINTED TUNIC DRESS,189.0,dresses,zara.csv,zara
LAPELESS CROPPED BLAZER,189.0,blazers,zara.csv,zara
Tennis sole track,189.0,shoes,mango.csv,mango
Leather thong sandals,189.0,shoes,mango.csv,mango
100% linen jacket,189.0,blazers,mango.csv,mango
Oversized denim jacket,189.0,blazers,mango.csv,mango
Leather wedge sandals,189.0,shoes,mango.csv,mango
Heeled leather sandals,189.0,shoes,mango.csv,mango
Leather thong sandals,189.0,shoes,mango.csv,mango
Lace-up platform trainers,189.0,shoes,mango.csv,mango
Nude platform sandals,189.0,shoes,mango.csv,mango
Structure suit jacket,189.0,blazers,mango.csv,mango
Heeled leather sandals,189.0,shoes,mango.csv,mango
Linen pocket cardigan,189.0,blazers,mango.csv,mango
Denim dungarees Wideleg,189.0,dresses,mango.csv,mango
Lyocell overshirt with pockets,189.0,blazers,mango.csv,mango
Lyocell overshirt with pockets,189.0,blazers,mango.csv,mango
Suspender jumpsuit,189.0,dresses,mango.csv,mango
Wrap dress,189.0,dresses,mango.csv,mango
Leather pumps,189.0,shoes,mango.csv,mango
Ruffled cotton dress,189.0,dresses,mango.csv,mango
Pleated pants,189.0,pants,mango.csv,mango
Pleated pants,189.0,pants,mango.csv,mango
Pleated palazzo pants,189.0,pants,mango.csv,mango
Structure suit jacket,189.0,blazers,mango.csv,mango
Darts culottes,189.0,pants,mango.csv,mango
Ruffle base dress,189.0,dresses,mango.csv,mango
Straight trousers with pleats,189.0,pants,mango.csv,mango
Flowing palazzo pants,189.0,pants,mango.csv,mango
Lyocell trousers with pleats,189.0,pants,mango.csv,mango
Structure suit jacket,189.0,blazers,mango.csv,mango
Ruffled cotton dress,189.0,dresses,mango.csv,mango
Structure suit jacket,189.0,blazers,mango.csv,mango
Modal elastic waist pants,189.0,pants,mango.csv,mango
Basic jacket with hanger,189.0,blazers,mango.csv,mango
Structure suit jacket,189.0,blazers,mango.csv,mango
Printed cotton dress,189.0,dresses,mango.csv,mango
Basic jacket with hanger,189.0,blazers,mango.csv,mango
Cotton jacket with pockets,189.0,blazers,mango.csv,mango
Fluid floral print dress,189.0,dresses,mango.csv,mango
Striped vase dress,189.0,dresses,mango.csv,mango
Nude wrap dress,189.0,dresses,mango.csv,mango
Linen dress with belt,189.0,dresses,mango.csv,mango
Flowing midi dress,189.0,dresses,mango.csv,mango
Cotton jumpsuit prints,189.0,dresses,mango.csv,mango
Printed cotton dress,189.0,dresses,mango.csv,mango
Black Spot Ruffle Wrap Playsuit,194.9,dresses,drest.csv,drest
NafNaf SHORT FLOWING NAVY BLUE DRESS,194.9,dresses,drest.csv,drest
Pale Blue Puff Sleeve Denim Playsuit,194.9,dresses,drest.csv,drest
Off-white denim dress with puffed sleeves,194.9,dresses,drest.csv,drest
LEATHER HEEL SHOES OPEN BACK,199.0,shoes,zara.csv,zara
LARGE OPEN BEACH STYLE SANDALS IN SUEDE LEATHER,199.0,shoes,zara.csv,zara
MULES BRAIDED HEELS,199.0,shoes,zara.csv,zara
NAFNAF Short dress with classic collar Beige,199.9,dresses,drest.csv,drest
Evening dress,199.99,dresses,shana.csv,shana
SALSA JEANS MOM CAPRI white JEANS,207.0,pants,drest.csv,drest
Light Green Ribbed Puff Sleeve Mini Dress,216.9,dresses,drest.csv,drest
"NAFNAF Women's dress, V-neck crossed with knot",219.9,dresses,drest.csv,drest
Black Floral Strappy Sundress,219.9,dresses,drest.csv,drest
Newlook Super Skinny Hallie Ripped Acid Pink Jeans,219.9,pants,drest.csv,drest
Newlook Bright Pink Spot Mesh Halter Midi Dress,219.9,dresses,drest.csv,drest
"ETAM -ILMA Floral print pajama pants, Anis",229.0,pants,drest.csv,drest
Maison 1 2 3 Saharan classic collar zipper Khaki,229.9,blazers,drest.csv,drest
NafNaf Naf Naf HERMIONE R1 women's dress in blue,229.9,dresses,drest.csv,drest
Pink floral print gathered midi dress,229.9,dresses,drest.csv,drest
FRINGED LEATHER CLOGS WITH BUCKLE,239.0,shoes,zara.csv,zara
Maternity denim dungarees,239.0,dresses,mango.csv,mango
TUXEDO JACKET,239.0,blazers,zara.csv,zara
Tweed cardigan with pockets,239.0,blazers,mango.csv,mango
Cotton denim jumpsuit,239.0,dresses,mango.csv,mango
Gingham check jacket,239.0,blazers,mango.csv,mango
Oversized cardigan,239.0,blazers,mango.csv,mango
Fluid crpe jacket,239.0,blazers,mango.csv,mango
Fluid crpe jacket,239.0,blazers,mango.csv,mango
Kimono style jacket,239.0,blazers,mango.csv,mango
Short fluid trench coat,239.0,blazers,mango.csv,mango
Gingham check jacket,239.0,blazers,mango.csv,mango
Linen double-breasted jacket,239.0,blazers,mango.csv,mango
Tweed cardigan with pockets,239.0,blazers,mango.csv,mango
FRINGED LEATHER CLOGS WITH BUCKLE,239.0,shoes,zara.csv,zara
Cotton structure jacket,239.0,blazers,mango.csv,mango
Long shirt dress,239.0,dresses,mango.csv,mango
Linen double-breasted jacket,239.0,blazers,mango.csv,mango
Modal suit jacket,239.0,blazers,mango.csv,mango
Cotton structure jacket,239.0,blazers,mango.csv,mango
Lyocell crop jacket,239.0,blazers,mango.csv,mango
Belted cotton cardigan,239.0,blazers,mango.csv,mango
Oversized cotton jacket,239.0,blazers,mango.csv,mango
Heeled leather ankle boots,239.0,shoes,mango.csv,mango
Short fluid trench coat,239.0,blazers,mango.csv,mango
Maxi sole sneakers,239.0,shoes,mango.csv,mango
Maxi sole sneakers,239.0,shoes,mango.csv,mango
100% linen jacket,239.0,blazers,mango.csv,mango
Gingham check jacket,239.0,blazers,mango.csv,mango
Fringed embroidered kaftan,239.0,blazers,mango.csv,mango
BELTED VEST DRESS,239.0,dresses,zara.csv,zara
Short fluid trench coat,239.0,blazers,mango.csv,mango
Belt crpe jacket,239.0,blazers,mango.csv,mango
Flowing ruffle dress,239.0,dresses,mango.csv,mango
Chains print bomber jacket,239.0,blazers,mango.csv,mango
Maternity denim dungarees,239.0,dresses,mango.csv,mango
NAFNAF CHINO TROUSERS WITH PRINT,239.9,pants,drest.csv,drest
NewLook Blue Bleach Wash Mid Rise India Super Skinny Jeans,239.9,pants,drest.csv,drest
NAFNAF Wide black pants with belt at the waist.,239.9,pants,drest.csv,drest
"NafNaf Dress with wrap closure, V-neck and side bow.",249.9,dresses,drest.csv,drest
Newlook Camel coated faux leather biker jacket,249.9,blazers,drest.csv,drest
NafNaf Women's dress Blue,249.9,dresses,drest.csv,drest
NewLook Curves Black Leather-Look Quilted Biker Jacket,259.5,blazers,drest.csv,drest
Maison 1 2 3 Classy striped jacket in black and white,259.5,blazers,drest.csv,drest
RIVER ISLAND -PINK BRIGHT SL OLIVE BUCKLE JUMPSUIT,259.9,dresses,drest.csv,drest
Gray coated faux leather raincoat,265.9,blazers,drest.csv,drest
Oversized wool overshirt,269.0,blazers,mango.csv,mango
Oversized wool overshirt,269.0,blazers,mango.csv,mango
Fur biker jacket,269.0,blazers,mango.csv,mango
Square toe leather ankle boots,269.0,shoes,mango.csv,mango
Tweed jacket with pockets,269.0,blazers,mango.csv,mango
Structure suit jacket,269.0,blazers,mango.csv,mango
Structure suit jacket,269.0,blazers,mango.csv,mango
CROSS-BREASTED BLAZER,269.0,blazers,zara.csv,zara
Jasper wool jacket,269.0,blazers,mango.csv,mango
Fluid suit jacket,269.0,blazers,mango.csv,mango
Oversized checked overshirt,269.0,blazers,mango.csv,mango
CROSS-BREASTED BLAZER WITH LINEN,269.0,blazers,zara.csv,zara
Tweed jacket with pockets,269.0,blazers,mango.csv,mango
Structure suit jacket,269.0,blazers,mango.csv,mango
JACKET WITH POCKETS,269.0,blazers,zara.csv,zara
BUTTON STRUCTURE JACKET,269.0,blazers,zara.csv,zara
CROSS-BREASTED BLAZER WITH LINEN,269.0,blazers,zara.csv,zara
OVERSIZE JACKET WITH POCKETS,269.0,blazers,zara.csv,zara
TEXTURED FIT BLAZER,269.0,blazers,zara.csv,zara
OVERSIZE JACKET WITH POCKETS,269.0,blazers,zara.csv,zara
BUCKLE LEATHER FLAT SANDALS,269.0,shoes,zara.csv,zara
CROP BLAZER WITH LINEN,269.0,blazers,zara.csv,zara
Tweed jacket with pockets,269.0,blazers,mango.csv,mango
NEWLOOK Pale Blue Elasticated High Waist Dayna Tapered Jeans,269.9,pants,drest.csv,drest
"SALSA JEANS Leather biker jacket, Beige",279.5,blazers,drest.csv,drest
RIVER ISLAND -BLACK PRINT SLS ANNECY PRINTED PINNY MIDI,279.9,dresses,drest.csv,drest
White Shirred Waist Strappy Playsuit,279.9,dresses,drest.csv,drest
NafNaf AMERICANA PENW 21,284.9,blazers,drest.csv,drest
White playsuit with zebra print and tie the waist,289.9,dresses,drest.csv,drest
RIVER ISLAND -RED DARK SL ONE SHOULDER DIAMANTE JS,289.9,dresses,drest.csv,drest
Maison 123 Black Mid-length jacket with tailored collar,289.9,blazers,drest.csv,drest
NafNaf Womens yellow jacket with a pattern,289.9,blazers,drest.csv,drest
Double-breasted structure jacket,299.0,blazers,mango.csv,mango
BLAZER WITH POCKETS,299.0,blazers,zara.csv,zara
OVERSIZE JACKET WITH POCKETS,299.0,blazers,zara.csv,zara
NafNaf Fluid ecru jacket with crinkle sleeves,299.0,blazers,drest.csv,drest
POCKET FIT BLAZER,299.0,blazers,zara.csv,zara
Cotton tweed jacket,299.0,blazers,mango.csv,mango
LONG BLAZER WITH REVERSE LAPEL COLLAR,299.0,blazers,zara.csv,zara
CHECK FIT BLAZER,299.0,blazers,zara.csv,zara
Fluid structure jacket,299.0,blazers,mango.csv,mango
Fluid structure jacket,299.0,blazers,mango.csv,mango
LIMITED EDITION STRAIGHT BLAZER,299.0,blazers,zara.csv,zara
Black Jersey Ribbed Belted Sleeveless Jumpsuit,299.5,dresses,drest.csv,drest
Newlook Black crepe pinafore dress with resin rings,299.5,dresses,drest.csv,drest
Maison 1 2 3 Camel casual 100% linen jacket with buttoned pockets,309.9,blazers,drest.csv,drest
Maison 1 2 3 Geranuim jacket with a tailored collar and long sleeves,309.9,blazers,drest.csv,drest
White floral midi dress with front tie,309.9,dresses,drest.csv,drest
RIVER ISLAND -BLACK FAUX FUR EMBELLISHED JACKET,309.9,blazers,drest.csv,drest
SALSA JEANS SECRET PLUS PUSH IN JEANS IN MEDIUM RINSE,309.9,pants,drest.csv,drest
SALSA JEANS SECRET PUSH IN SKINNY JEANS,309.9,pants,drest.csv,drest
SALSA JEANS Oversized cropped denim jacket,319.0,blazers,drest.csv,drest
NewLook Dark Brown Faux Fur Lined Leather-Look Aviator Jacket,319.9,blazers,drest.csv,drest
Black Crop Wide Leg Jumpsuit,319.9,dresses,drest.csv,drest
Beige long-sleeved button-down blazer,339.5,blazers,drest.csv,drest
NafNaf Classic Cotton Jacket for Women,339.5,blazers,drest.csv,drest
SALSA JEANS MOM CAPRI BLUE JEANS WITH VINTAGE LOOK,344.9,pants,drest.csv,drest
Blue sculpting and push-up Emilee jeggings,344.9,pants,drest.csv,drest
NEWLOOK Khaki Denim High Waist Super Skinny Cargo Trousers,359.0,pants,drest.csv,drest
NAfNaf Women's jacket with belt,359.5,blazers,drest.csv,drest
OVERSIZE JACKET WITH POCKETS,369.0,blazers,zara.csv,zara
LIMITED EDITION SHORT JACKET,369.0,blazers,zara.csv,zara
Handmade oversized overshirt,369.0,blazers,mango.csv,mango
FITTED BLAZER WITH BUTTONS,369.0,blazers,zara.csv,zara
STRAIGHT BLAZER WITH LINEN LIMITED EDITION,369.0,blazers,zara.csv,zara
NafNaf Jacket with tailored collar and hanger Black,379.5,blazers,drest.csv,drest
Maison 1 2 3 NAVY OFFICER JACKET IN TANG VELVET,459.9,blazers,drest.csv,drest
Leather biker jacket,469.0,blazers,mango.csv,mango
Leather biker jacket,469.0,blazers,mango.csv,mango
SALSA JEANS Oversized denim jacket with synthetic fur collar,494.9,blazers,drest.csv,drest
Newlook Gray Oversized Blazer,519.0,blazers,drest.csv,drest
RIVER ISLAND -BLACK TWILL DB BLAZER,519.0,blazers,drest.csv,drest
NewLook Black sudine biker jacket,559.0,blazers,drest.csv,drest
Newlook Short brick red linen effect jumpsuit with button front,599.0,dresses,drest.csv,drest
Newlook White button-down linen-effect playsuit,599.0,dresses,drest.csv,drest
Short blue denim jacket,679.0,blazers,drest.csv,drest
White straight cut button-down suit waistcoat,679.0,blazers,drest.csv,drest
NafNaf Women's double-breasted jacket,719.0,blazers,drest.csv,drest
Maison 1 2 3 Blue Mid-length jacket with tailored collar,759.0,blazers,drest.csv,drest
Newlook Blue Cropped Denim Jacket,819.0,blazers,drest.csv,drest
NAFNAF Women's dt dress with transparent sleeves,1144.9,dresses,drest.csv,drest
NAFNAF Black straight pants for women,1144.9,pants,drest.csv,drest
"ETAM -KARMA Lace hem tank top, Ecru",1144.9,t-shirts,drest.csv,drest
RIVER ISLAND -BLACK SL GATSBY VEST,1144.9,blazers,drest.csv,drest
DREST COLLECTION Glitter heeled sandal in black,1144.9,shoes,drest.csv,drest
NAFNAF Skimono Belt Women,1144.9,accessories,drest.csv,drest
